Year   Moose  Wolves
 1959  643   20
 1960  671   20
 1961  706   20
 1962  769   24
 1963  794   23
 1964  874   22
 1965  898   22
 1966  991   20
 1967 1146   16
 1968 1304   18
 1969 1473   13
 1970 1716   16
 1971 2014   17
 1972 2336   20
 1973 2312   23
 1974 2054   23
 1975 1884   31
 1976 1697   29
 1977 1486   28
 1978 1204   28
 1979 1009   28
 1980 1086   29
 1981 1189   31
 1982 1291   32
 1983 1459   39
 1984 1558   43
 1985 1571   40
 1986 1707   42
 1987 1793   50
 1988 1980   52
 1989 2040   59
 1990 2155   63
 1991 1956   69
 1992 1540   69
 1993 1269   66
 1994  938   61
 1995  638   57
 1996  689   52
 1997  388   49
 1998  275   40
 1999  161   35
 2000   78   23
 2001   39   19
 2002   30   11
 2003   41    5
 2004   24    5
 2005   14    5
 2006    2    3
 2007    1    1
 2008    1    1
 2009    1    1
 2010    1    1
 2011    0    1
 2012    0    1
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
