Year   Moose  Wolves
 1959  705   20
 1960  779   21
 1961  790   20
 1962  807   20
 1963  843   17
 1964  898   17
 1965  953   20
 1966 1005   16
 1967 1062   16
 1968 1134   17
 1969 1307   19
 1970 1453   17
 1971 1627   14
 1972 1878   14
 1973 2249   15
 1974 2234   18
 1975 2012   18
 1976 1839   14
 1977 1714   12
 1978 1580   12
 1979 1330   11
 1980 1340   11
 1981 1626   10
 1982 1951    7
 1983 2274    9
 1984 2120   10
 1985 1941    8
 1986 1921    8
 1987 1923    8
 1988 1792   11
 1989 1528   11
 1990 1579   15
 1991 1867   19
 1992 2185   21
 1993 2036   30
 1994 1784   31
 1995 1660   33
 1996 1485   34
 1997 1319   33
 1998 1237   34
 1999 1483   31
 2000 1613   28
 2001 1793   26
 2002 2008   24
 2003 2251   27
 2004 2109   19
 2005 1965   14
 2006 1800   12
 2007 1579   17
 2008 1358   18
 2009 1110   18
 2010  970   17
 2011 1182   25
 2012 1255   23
 2013 1383   21
 2014 1531   21
 2015 1631   22
 2016 1815   23
 2017 1960   24
 2018 2123   21
