Year   Moose  Wolves
 1959  743   20
 1960  804   19
 1961  832   16
 1962  865   21
 1963  957   30
 1964 1011   31
 1965 1092   32
 1966 1162   29
 1967 1242   30
 1968 1406   29
 1969 1578   27
 1970 1732   29
 1971 1919   26
 1972 2136   23
 1973 2054   29
 1974 1834   24
 1975 1693   24
 1976 1468   28
 1977 1210   28
 1978 1046   23
 1979 1124   23
 1980 1257   27
 1981 1353   33
 1982 1412   35
 1983 1585   36
 1984 1725   37
 1985 1853   35
 1986 2084   32
 1987 2284   33
 1988 2164   35
 1989 1910   38
 1990 1727   39
 1991 1527   39
 1992 1249   38
 1993  959   36
 1994  696   30
 1995  734   28
 1996  844   22
 1997  913   21
 1998 1043   22
 1999 1088   19
 2000 1217   13
 2001 1409   11
 2002 1603    8
 2003 1886   12
 2004 2198    8
 2005 2175    6
 2006 2038    8
 2007 1949    6
 2008 1851    6
 2009 1755    3
 2010 1653    3
 2011 1735    3
 2012 2213    3
 2013 2126    3
 2014 1930    2
 2015 1887    2
 2016 1858    1
 2017 1805    1
 2018 1781    1
