Year   Moose  Wolves
 1959  705   20
 1960  781   20
 1961  851   23
 1962  906   22
 1963  974   21
 1964 1053   25
 1965 1177   31
 1966 1180   31
 1967 1322   26
 1968 1482   23
 1969 1670   25
 1970 1815   23
 1971 2039   16
 1972 2360   16
 1973 2245   18
 1974 2023   28
 1975 1864   27
 1976 1677   29
 1977 1511   29
 1978 1206   28
 1979  969   27
 1980  988   25
 1981 1096   25
 1982 1203   25
 1983 1288   20
 1984 1410   21
 1985 1566   17
 1986 1774   15
 1987 2035   12
 1988 2358   10
 1989 2296   12
 1990 2054   11
 1991 1954   10
 1992 1826   12
 1993 1647   13
 1994 1423   14
 1995 1398   12
 1996 1772   11
 1997 2091   10
 1998 2456   11
 1999 2193   15
 2000 1997   15
 2001 1948   14
 2002 1934   14
 2003 1693   14
 2004 1424   20
 2005 1380   24
 2006 1543   29
 2007 1811   31
 2008 2016   33
 2009 2205   41
 2010 1915   44
 2011 1654   44
 2012 1551   40
 2013 1289   39
 2014  999   38
 2015  789   36
 2016  734   29
 2017  700   23
 2018  790   19
