Year   Moose  Wolves
 1959  728   20
 1960  751   26
 1961  818   26
 1962  812   25
 1963  857   27
 1964  840   26
 1965  886   27
 1966  895   30
 1967  900   34
 1968  828   42
 1969  784   41
 1970  733   39
 1971  663   38
 1972  656   33
 1973  587   27
 1974  608   27
 1975  589   33
 1976  535   30
 1977  494   27
 1978  469   27
 1979  386   25
 1980  346   15
 1981  340   14
 1982  332   18
 1983  303   15
 1984  313   14
 1985  293   16
 1986  252   14
 1987  243   12
 1988  246   12
 1989  216    9
 1990  223    9
 1991  226    8
 1992  252   11
 1993  272   10
 1994  262    7
 1995  274    6
 1996  294    5
 1997  332    5
 1998  390    7
 1999  438    7
 2000  485    6
 2001  544    5
 2002  629   12
 2003  710   10
 2004  826   10
 2005  970    9
 2006 1113    9
 2007 1306    9
 2008 1524    8
 2009 1794   11
 2010 2103   12
 2011 2112   21
 2012 1889   27
 2013 1768   31
 2014 1543   29
 2015 1372   29
 2016 1045   30
 2017  887   30
 2018  939   30
