Year   Moose  Wolves
 1959  602   20
 1960  655   20
 1961  706   19
 1962  745   21
 1963  822   23
 1964  917   27
 1965  920   27
 1966 1011   29
 1967 1108   28
 1968 1253   24
 1969 1357   20
 1970 1475   19
 1971 1690   18
 1972 1973   23
 1973 2302   25
 1974 2202   31
 1975 1983   31
 1976 1850   30
 1977 1663   29
 1978 1455   26
 1979 1212   26
 1980 1072   26
 1981 1318   29
 1982 1467   31
 1983 1654   30
 1984 1790   26
 1985 1989   30
 1986 2198   29
 1987 2171   35
 1988 1824   34
 1989 1583   47
 1990 1231   47
 1991  971   49
 1992  648   47
 1993  327   43
 1994  452   41
 1995  417   38
 1996  374   32
 1997  360   35
 1998  288   35
 1999  243   28
 2000  206   16
 2001  127   13
 2002  103    9
 2003   89    6
 2004   82    6
 2005   76    5
 2006   56    5
 2007   47    5
 2008   40    4
 2009   31    3
 2010   18    2
 2011   22    2
 2012    9    1
 2013    6    1
 2014    2    1
 2015    1    1
 2016    1    1
 2017    1    0
 2018    1    0
