Year   Moose  Wolves
 1959  645   20
 1960  693   21
 1961  755   25
 1962  784   31
 1963  820   31
 1964  869   40
 1965  775   46
 1966  705   40
 1967  625   34
 1968  545   29
 1969  468   27
 1970  408   24
 1971  379   21
 1972  370   16
 1973  383   15
 1974  379   18
 1975  377   17
 1976  373   14
 1977  372   10
 1978  392    9
 1979  420    8
 1980  485    7
 1981  559    7
 1982  673    6
 1983  788    5
 1984  933    4
 1985 1110    4
 1986 1345    7
 1987 1585    6
 1988 1889    4
 1989 2267    4
 1990 2343    4
 1991 2170    4
 1992 2080    4
 1993 1989    3
 1994 1874    2
 1995 1693    2
 1996 1499    2
 1997 1536    1
 1998 2025    1
 1999 2506    0
 2000 2299    0
 2001 2107    0
 2002 2020    0
 2003 2017    0
 2004 2066    0
 2005 1878    0
 2006 1605    0
 2007 1665    0
 2008 2185    0
 2009 2165    0
 2010 1963    0
 2011 1875    0
 2012 1849    0
 2013 1842    0
 2014 1837    0
 2015 1940    0
 2016 2545    0
 2017 2391    0
 2018 2139    0
