Year   Moose  Wolves
 1959  686   20
 1960  677   19
 1961  758   17
 1962  783   19
 1963  862   19
 1964  904   18
 1965  997   16
 1966 1065   18
 1967 1234   13
 1968 1381    8
 1969 1623    7
 1970 1887   13
 1971 2216   12
 1972 2165   12
 1973 1991   14
 1974 1902   12
 1975 1777   11
 1976 1613   10
 1977 1401    9
 1978 1435    9
 1979 1778    9
 1980 2157   14
 1981 2009   14
 1982 1765   12
 1983 1706   13
 1984 1643   13
 1985 1577   14
 1986 1552   16
 1987 1972   18
 1988 2284   16
 1989 1935   15
 1990 1713   15
 1991 1649   15
 1992 1610   13
 1993 1610   12
 1994 1623   19
 1995 2003   23
 1996 2305   22
 1997 2039   17
 1998 1811   15
 1999 1732   18
 2000 1669   18
 2001 1583   22
 2002 1495   22
 2003 1861   24
 2004 2123   22
 2005 1823   19
 2006 1640   17
 2007 1602   18
 2008 1601   18
 2009 1532   22
 2010 1412   19
 2011 1724   21
 2012 1997   20
 2013 2308   24
 2014 2112   32
 2015 1880   31
 2016 1788   31
 2017 1651   26
 2018 1315   24
