Year   Moose  Wolves
 1959  659   20
 1960  687   20
 1961  693   20
 1962  713   22
 1963  734   21
 1964  745   19
 1965  753   17
 1966  807   14
 1967  907   15
 1968 1020   19
 1969 1092   21
 1970 1139   19
 1971 1272   16
 1972 1371   23
 1973 1546   20
 1974 1742   18
 1975 2033   21
 1976 2345   20
 1977 2234   20
 1978 2023   17
 1979 1933   18
 1980 1741   15
 1981 1548   12
 1982 1327   14
 1983 1324   13
 1984 1565    9
 1985 1876    9
 1986 2170    9
 1987 2011    7
 1988 1839    8
 1989 1813   12
 1990 1774   11
 1991 1556   10
 1992 1570   11
 1993 1980    9
 1994 2387    9
 1995 2135   14
 1996 1873   13
 1997 1790   10
 1998 1767   13
 1999 1725   14
 2000 1511   12
 2001 1470   16
 2002 1818   17
 2003 2155   15
 2004 1998   12
 2005 1760   17
 2006 1649   19
 2007 1554   22
 2008 1478   19
 2009 1350   17
 2010 1677   16
 2011 1941   13
 2012 2263   17
 2013 2032   13
 2014 1839   11
 2015 1820   14
 2016 1799   11
 2017 1593    9
 2018 1594    8
