Year   Moose  Wolves
 1959  826   20
 1960  896   27
 1961  889   30
 1962  888   33
 1963  867   35
 1964  885   44
 1965  844   48
 1966  751   43
 1967  707   42
 1968  582   38
 1969  532   39
 1970  516   35
 1971  470   30
 1972  462   28
 1973  410   22
 1974  425   20
 1975  428   13
 1976  461   10
 1977  474    9
 1978  545    9
 1979  620    9
 1980  726   11
 1981  822   11
 1982  947   10
 1983 1114   10
 1984 1275    8
 1985 1537    5
 1986 1818    4
 1987 2154    4
 1988 2168    8
 1989 2016    8
 1990 1944    8
 1991 1816    6
 1992 1712    4
 1993 1530    4
 1994 1566    3
 1995 1952    3
 1996 2449    3
 1997 2245    3
 1998 2043    3
 1999 1985    1
 2000 1965    0
 2001 1990    0
 2002 1840    0
 2003 1969    0
 2004 2549    0
 2005 2341    0
 2006 2137    0
 2007 2061    0
 2008 2048    0
 2009 2033    0
 2010 2001    0
 2011 1716    0
 2012 1769    0
 2013 2316    0
 2014 2279    0
 2015 2078    0
 2016 1958    0
 2017 1947    0
 2018 1935    0
