Year   Moose  Wolves
 1959  730   20
 1960  742   19
 1961  779   19
 1962  835   23
 1963  870   24
 1964  898   28
 1965  929   30
 1966  955   28
 1967  955   23
 1968  983   27
 1969 1052   27
 1970 1109   23
 1971 1167   20
 1972 1301   19
 1973 1449   18
 1974 1654   18
 1975 1936   26
 1976 2193   26
 1977 2147   29
 1978 1920   28
 1979 1765   30
 1980 1507   29
 1981 1336   27
 1982 1017   26
 1983  901   24
 1984 1081   31
 1985 1270   34
 1986 1312   33
 1987 1387   35
 1988 1396   37
 1989 1443   39
 1990 1483   37
 1991 1532   47
 1992 1664   56
 1993 1757   60
 1994 1897   69
 1995 1876   67
 1996 1855   65
 1997 1783   73
 1998 1739   73
 1999 1800   76
 2000 1712   75
 2001 1583   75
 2002 1680   75
 2003 1567   69
 2004 1507   62
 2005 1452   64
 2006 1396   62
 2007 1404   64
 2008 1488   60
 2009 1345   60
 2010 1252   60
 2011 1307   56
 2012 1228   59
 2013 1225   55
 2014 1105   56
 2015 1144   54
 2016 1174   55
 2017 1044   52
 2018  969   49
