Year   Moose  Wolves
 1959  655   20
 1960  676   22
 1961  737   21
 1962  741   21
 1963  729   22
 1964  733   23
 1965  757   24
 1966  746   21
 1967  763   19
 1968  773   16
 1969  839   14
 1970  882    9
 1971  991    9
 1972 1139    9
 1973 1328   12
 1974 1493   10
 1975 1764    7
 1976 2120    7
 1977 2145    6
 1978 2001    6
 1979 1914    4
 1980 1855    3
 1981 1772    3
 1982 1625    3
 1983 1693    3
 1984 2207    4
 1985 2147    4
 1986 1911    6
 1987 1796    6
 1988 1743    6
 1989 1667    6
 1990 1666    7
 1991 1732    7
 1992 2240    7
 1993 1977    8
 1994 1794   11
 1995 1688   13
 1996 1657   21
 1997 1589   23
 1998 1588   27
 1999 1802   29
 2000 2023   33
 2001 2290   38
 2002 2048   49
 2003 1746   49
 2004 1662   49
 2005 1467   49
 2006 1129   46
 2007  716   41
 2008  646   35
 2009  474   31
 2010  480   34
 2011  442   30
 2012  448   23
 2013  432   18
 2014  429   17
 2015  449   17
 2016  482   16
 2017  484   20
 2018  505   19
