Year   Moose  Wolves
 1959  684   20
 1960  703   20
 1961  711   19
 1962  702   20
 1963  707   18
 1964  690   22
 1965  734   21
 1966  751   24
 1967  811   20
 1968  797   23
 1969  817   24
 1970  861   19
 1971  910   19
 1972  956   15
 1973 1018   13
 1974 1132   16
 1975 1271   15
 1976 1400   18
 1977 1547   21
 1978 1722   24
 1979 1929   28
 1980 2166   27
 1981 2080   28
 1982 1782   36
 1983 1628   40
 1984 1426   39
 1985 1194   38
 1986 1044   33
 1987 1142   33
 1988 1168   30
 1989 1288   30
 1990 1436   27
 1991 1507   24
 1992 1581   23
 1993 1704   21
 1994 1918   22
 1995 2162   23
 1996 2028   29
 1997 1731   36
 1998 1555   36
 1999 1367   34
 2000 1129   32
 2001  969   30
 2002 1015   29
 2003 1056   27
 2004 1085   25
 2005 1223   27
 2006 1293   27
 2007 1370   25
 2008 1540   16
 2009 1704   20
 2010 1920   25
 2011 2152   24
 2012 2026   23
 2013 1809   26
 2014 1654   32
 2015 1414   30
 2016 1144   30
 2017 1048   28
 2018 1264   24
