Year   Moose  Wolves
 1959  620   20
 1960  645   25
 1961  634   36
 1962  628   41
 1963  542   42
 1964  499   39
 1965  422   36
 1966  378   35
 1967  290   32
 1968  249   27
 1969  214   22
 1970  181   22
 1971   99   19
 1972   52   14
 1973   28    6
 1974   38    4
 1975   33    2
 1976   30    2
 1977   28    2
 1978   22    2
 1979   17    2
 1980   15    2
 1981   18    2
 1982   11    0
 1983   15    0
 1984   15    0
 1985   15    0
 1986   15    0
 1987   18    0
 1988   21    0
 1989   24    0
 1990   27    0
 1991   31    0
 1992   39    0
 1993   43    0
 1994   49    0
 1995   60    0
 1996   70    0
 1997   82    0
 1998   99    0
 1999  119    0
 2000  151    0
 2001  177    0
 2002  222    0
 2003  260    0
 2004  332    0
 2005  391    0
 2006  461    0
 2007  545    0
 2008  675    0
 2009  803    0
 2010  964    0
 2011 1145    0
 2012 1384    0
 2013 1652    0
 2014 2008    0
 2015 2401    0
 2016 2429    0
 2017 2292    0
 2018 2209    0
