Year   Moose  Wolves
 1959  556   20
 1960  608   19
 1961  600   19
 1962  636   18
 1963  692   22
 1964  702   24
 1965  683   26
 1966  680   28
 1967  611   27
 1968  645   24
 1969  665   21
 1970  684   28
 1971  716   25
 1972  792   27
 1973  784   27
 1974  883   29
 1975  872   40
 1976  919   37
 1977  897   40
 1978  931   42
 1979  918   45
 1980  813   46
 1981  766   45
 1982  599   40
 1983  541   38
 1984  486   31
 1985  387   26
 1986  331   18
 1987  325   17
 1988  292   18
 1989  328   16
 1990  315   14
 1991  308   10
 1992  333   14
 1993  308   17
 1994  289   15
 1995  283   14
 1996  264   14
 1997  263   11
 1998  266   12
 1999  267   13
 2000  274   12
 2001  304   11
 2002  285   16
 2003  297   17
 2004  312   16
 2005  280   12
 2006  272   12
 2007  265   12
 2008  280   13
 2009  246   11
 2010  258    9
 2011  252    9
 2012  286   14
 2013  306   11
 2014  324    9
 2015  345    7
 2016  391   13
 2017  395   15
 2018  375   17
