Year   Moose  Wolves
 1959  619   20
 1960  634   25
 1961  594   24
 1962  610   23
 1963  610   29
 1964  588   31
 1965  539   31
 1966  507   29
 1967  455   27
 1968  443   25
 1969  407   23
 1970  370   21
 1971  316   18
 1972  272   15
 1973  234   14
 1974  199   10
 1975  177    7
 1976  180    3
 1977  214    3
 1978  233    3
 1979  261    5
 1980  292    4
 1981  327    4
 1982  363    4
 1983  396    6
 1984  463    6
 1985  554    6
 1986  654    6
 1987  757    6
 1988  887    4
 1989 1047    4
 1990 1233    4
 1991 1489    4
 1992 1796    3
 1993 2128    2
 1994 2190    1
 1995 2062    0
 1996 1990    0
 1997 1886    0
 1998 1794    0
 1999 1596    0
 2000 1680    0
 2001 2174    0
 2002 2047    0
 2003 1831    0
 2004 1725    0
 2005 1678    0
 2006 1705    0
 2007 1805    0
 2008 2369    0
 2009 2115    0
 2010 1885    0
 2011 1859    0
 2012 1886    0
 2013 1860    0
 2014 1890    0
 2015 2027    0
 2016 2650    0
 2017 2497    0
 2018 2224    0
