Year   Moose  Wolves
 1959  615   20
 1960  633   20
 1961  607   20
 1962  577   22
 1963  567   29
 1964  568   31
 1965  547   33
 1966  555   30
 1967  516   28
 1968  526   26
 1969  459   22
 1970  433   21
 1971  456   19
 1972  479   16
 1973  472   14
 1974  547   11
 1975  606    7
 1976  711    3
 1977  887    3
 1978 1034    2
 1979 1257    1
 1980 1534    1
 1981 1838    0
 1982 2208    0
 1983 2289    0
 1984 2161    0
 1985 2102    0
 1986 2052    0
 1987 1933    0
 1988 1769    0
 1989 1551    0
 1990 1269    0
 1991 1372    0
 1992 1749    0
 1993 2134    0
 1994 1973    0
 1995 1787    0
 1996 1737    0
 1997 1720    0
 1998 1741    0
 1999 1877    0
 2000 2450    0
 2001 2318    0
 2002 2124    0
 2003 2085    0
 2004 2090    0
 2005 2121    0
 2006 2108    0
 2007 1803    0
 2008 1409    0
 2009 1253    0
 2010 1152    0
 2011 1068    0
 2012 1146    0
 2013 1505    0
 2014 1868    0
 2015 2188    0
 2016 2145    0
 2017 2009    0
 2018 1983    0
