Year   Moose  Wolves
 1959  657   20
 1960  675   23
 1961  712   23
 1962  725   23
 1963  747   21
 1964  785   27
 1965  807   32
 1966  829   36
 1967  870   38
 1968  795   39
 1969  724   38
 1970  770   35
 1971  797   35
 1972  840   42
 1973  890   45
 1974  950   42
 1975 1010   48
 1976  929   47
 1977  977   44
 1978  939   46
 1979  876   41
 1980  865   37
 1981  912   40
 1982  965   38
 1983 1001   32
 1984  999   32
 1985 1120   32
 1986 1224   33
 1987 1392   36
 1988 1531   35
 1989 1682   30
 1990 1903   26
 1991 2151   34
 1992 1968   32
 1993 1736   31
 1994 1548   30
 1995 1317   28
 1996 1113   24
 1997  975   16
 1998 1155   18
 1999 1303   18
 2000 1463   18
 2001 1658   18
 2002 1858   14
 2003 2080   15
 2004 2422   19
 2005 2349   22
 2006 2099   19
 2007 1905   18
 2008 1684   23
 2009 1466   23
 2010 1198   26
 2011 1000   24
 2012 1077   23
 2013 1255   20
 2014 1431   22
 2015 1633   22
 2016 1775   20
 2017 2014   25
 2018 2280   25
