Year   Moose  Wolves
 1959  691   20
 1960  688   28
 1961  645   27
 1962  614   26
 1963  590   25
 1964  544   28
 1965  522   27
 1966  538   22
 1967  522   18
 1968  557   19
 1969  533   16
 1970  552   15
 1971  577   19
 1972  578   17
 1973  654   19
 1974  676   17
 1975  721   10
 1976  818   12
 1977  879   15
 1978  933   20
 1979  973   18
 1980 1070   18
 1981 1148   28
 1982 1177   29
 1983 1262   31
 1984 1371   33
 1985 1427   31
 1986 1591   36
 1987 1763   39
 1988 1823   40
 1989 1977   40
 1990 2063   43
 1991 2174   44
 1992 2022   39
 1993 1696   35
 1994 1485   35
 1995 1225   32
 1996 1037   33
 1997  842   25
 1998 1022   22
 1999 1113   22
 2000 1248   22
 2001 1353   15
 2002 1564    9
 2003 1760    9
 2004 2042    9
 2005 2387    6
 2006 2326    4
 2007 2135    2
 2008 2032    2
 2009 1944    1
 2010 1868    1
 2011 1711    0
 2012 1528    0
 2013 1609    0
 2014 2098    0
 2015 2628    0
 2016 2448    0
 2017 2213    0
 2018 2144    0
