Year   Moose  Wolves
 1959  670   20
 1960  705   22
 1961  758   24
 1962  772   28
 1963  809   29
 1964  818   33
 1965  780   35
 1966  843   39
 1967  860   37
 1968  834   33
 1969  794   33
 1970  837   38
 1971  819   37
 1972  826   34
 1973  765   33
 1974  734   33
 1975  758   32
 1976  686   33
 1977  653   30
 1978  597   28
 1979  531   28
 1980  530   26
 1981  492   22
 1982  474   22
 1983  412   22
 1984  366   19
 1985  368   16
 1986  371   14
 1987  389   13
 1988  395   11
 1989  403    9
 1990  424   11
 1991  456    9
 1992  521    8
 1993  563    4
 1994  664    3
 1995  791    3
 1996  917    2
 1997 1104    1
 1998 1319    1
 1999 1583    1
 2000 1932    1
 2001 2319    0
 2002 2380    0
 2003 2236    0
 2004 2129    0
 2005 2080    0
 2006 2011    0
 2007 1845    0
 2008 1643    0
 2009 1339    0
 2010 1392    0
 2011 1811    0
 2012 2273    0
 2013 2127    0
 2014 1967    0
 2015 1875    0
 2016 1825    0
 2017 1866    0
 2018 1708    0
