Year   Moose  Wolves
 1959  615   20
 1960  635   26
 1961  675   26
 1962  733   26
 1963  796   37
 1964  802   49
 1965  788   46
 1966  707   43
 1967  610   38
 1968  491   32
 1969  514   31
 1970  561   28
 1971  525   25
 1972  588   28
 1973  573   30
 1974  606   26
 1975  613   20
 1976  686   17
 1977  790   14
 1978  896   15
 1979 1008   15
 1980 1185   19
 1981 1355   17
 1982 1528   16
 1983 1750   13
 1984 2045   16
 1985 2340   18
 1986 2322   19
 1987 2134   22
 1988 2011   23
 1989 1839   24
 1990 1629   19
 1991 1461   17
 1992 1257   21
 1993 1225   20
 1994 1557   30
 1995 1821   28
 1996 2098   26
 1997 2383   32
 1998 2209   30
 1999 2030   33
 2000 1991   34
 2001 1731   34
 2002 1429   31
 2003 1144   27
 2004 1103   26
 2005 1322   26
 2006 1485   26
 2007 1678   32
 2008 1932   30
 2009 2134   38
 2010 2003   43
 2011 1849   44
 2012 1639   44
 2013 1381   42
 2014 1172   42
 2015  953   43
 2016  848   41
 2017  919   39
 2018 1014   34
