Year   Moose  Wolves
 1959  634   20
 1960  727   27
 1961  804   27
 1962  887   27
 1963  958   27
 1964 1064   28
 1965 1217   29
 1966 1415   26
 1967 1605   25
 1968 1854   25
 1969 2180   24
 1970 2205   22
 1971 2009   24
 1972 1914   26
 1973 1721   22
 1974 1579   21
 1975 1401   20
 1976 1403   22
 1977 1697   25
 1978 2026   32
 1979 2329   34
 1980 2177   36
 1981 1974   46
 1982 1877   47
 1983 1739   42
 1984 1447   40
 1985 1034   38
 1986  851   34
 1987  932   31
 1988 1077   36
 1989 1174   33
 1990 1320   26
 1991 1429   26
 1992 1570   24
 1993 1813   32
 1994 2093   31
 1995 2426   32
 1996 2377   44
 1997 2102   44
 1998 1998   44
 1999 1838   45
 2000 1620   45
 2001 1355   42
 2002  952   40
 2003  585   37
 2004  528   31
 2005  570   24
 2006  603   19
 2007  673   22
 2008  719   17
 2009  789   13
 2010  910   14
 2011 1009   14
 2012 1160   15
 2013 1371   17
 2014 1584   18
 2015 1849   20
 2016 2183   21
 2017 2191   21
 2018 2001   28
