Year   Moose  Wolves
 1959  602   20
 1960  570   20
 1961  527   19
 1962  526   19
 1963  492   20
 1964  490   22
 1965  477   20
 1966  500   24
 1967  477   25
 1968  481   25
 1969  434   25
 1970  442   18
 1971  482   16
 1972  484   20
 1973  456   17
 1974  464   20
 1975  434   19
 1976  428   19
 1977  432   16
 1978  414   15
 1979  398   13
 1980  429   17
 1981  420   21
 1982  399   23
 1983  355   20
 1984  332   18
 1985  300   14
 1986  277   12
 1987  249   12
 1988  257   11
 1989  230   11
 1990  229   11
 1991  223    9
 1992  205    5
 1993  204    3
 1994  231    2
 1995  265    2
 1996  285    2
 1997  335    1
 1998  401    1
 1999  457    1
 2000  530    0
 2001  670    0
 2002  822    0
 2003 1004    0
 2004 1201    0
 2005 1460    0
 2006 1770    0
 2007 2199    0
 2008 2272    0
 2009 2142    0
 2010 2091    0
 2011 2021    0
 2012 1927    0
 2013 1801    0
 2014 1608    0
 2015 1695    0
 2016 2213    0
 2017 2166    0
 2018 1961    0
