Year   Moose  Wolves
 1959  584   20
 1960  634   30
 1961  550   28
 1962  524   27
 1963  468   27
 1964  410   27
 1965  389   25
 1966  328   21
 1967  263   17
 1968  237   13
 1969  215   10
 1970  219    8
 1971  220    6
 1972  242    3
 1973  256    4
 1974  293    3
 1975  340    2
 1976  401    2
 1977  480    2
 1978  566    2
 1979  679    2
 1980  815    2
 1981  990    1
 1982 1197    1
 1983 1437    1
 1984 1749    0
 1985 2112    0
 1986 2209    0
 1987 2080    0
 1988 2006    0
 1989 1933    0
 1990 1829    0
 1991 1689    0
 1992 1783    0
 1993 2281    0
 1994 2185    0
 1995 1982    0
 1996 1875    0
 1997 1836    0
 1998 1801    0
 1999 1793    0
 2000 1890    0
 2001 2473    0
 2002 2321    0
 2003 2083    0
 2004 1982    0
 2005 1968    0
 2006 1965    0
 2007 1939    0
 2008 2047    0
 2009 2687    0
 2010 2493    0
 2011 2248    0
 2012 2186    0
 2013 2164    0
 2014 2179    0
 2015 2171    0
 2016 1849    0
 2017 1458    0
 2018 1285    0
