Year   Moose  Wolves
 1959  603   20
 1960  658   23
 1961  675   24
 1962  706   31
 1963  652   29
 1964  629   27
 1965  657   29
 1966  660   28
 1967  611   27
 1968  572   25
 1969  555   24
 1970  576   21
 1971  577   22
 1972  591   20
 1973  588   23
 1974  602   22
 1975  635   21
 1976  674   25
 1977  695   25
 1978  675   23
 1979  667   23
 1980  631   28
 1981  582   27
 1982  508   22
 1983  516   21
 1984  538   23
 1985  504   28
 1986  464   24
 1987  412   22
 1988  412   18
 1989  401   18
 1990  377   18
 1991  385   17
 1992  394   21
 1993  369   22
 1994  376   20
 1995  371   16
 1996  348   11
 1997  342   14
 1998  312   14
 1999  319   15
 2000  314   16
 2001  302   15
 2002  302   15
 2003  281   16
 2004  231   14
 2005  212   14
 2006  179   13
 2007  136   12
 2008  104    9
 2009   72    7
 2010   65    6
 2011   53    5
 2012   53    4
 2013   40    3
 2014   39    2
 2015   36    1
 2016   40    0
 2017   46    0
 2018   52    0
