Year   Moose  Wolves
 1959  591   20
 1960  580   20
 1961  627   19
 1962  646   25
 1963  655   29
 1964  673   35
 1965  680   36
 1966  674   32
 1967  723   31
 1968  622   35
 1969  572   34
 1970  487   29
 1971  481   27
 1972  443   26
 1973  475   25
 1974  417   25
 1975  428   21
 1976  457   21
 1977  431   20
 1978  448   18
 1979  478   14
 1980  546   11
 1981  600   11
 1982  674   13
 1983  736   13
 1984  863   14
 1985  982   13
 1986 1153   13
 1987 1360   14
 1988 1592   14
 1989 1835   12
 1990 2157   12
 1991 2155   13
 1992 1982   13
 1993 1811   11
 1994 1699    9
 1995 1578    8
 1996 1387    8
 1997 1418    6
 1998 1828    4
 1999 2277    5
 2000 2167    5
 2001 1965    5
 2002 1908    4
 2003 1924    7
 2004 1916    6
 2005 1703    6
 2006 1751    7
 2007 2194    7
 2008 2062    7
 2009 1813   11
 2010 1666   12
 2011 1577   11
 2012 1529   12
 2013 1593   14
 2014 1985   17
 2015 2307   19
 2016 2015   21
 2017 1779   20
 2018 1705   17
