Year   Moose  Wolves
 1959  690   20
 1960  716   28
 1961  648   29
 1962  590   31
 1963  551   30
 1964  529   31
 1965  509   27
 1966  496   26
 1967  477   23
 1968  425   19
 1969  448   16
 1970  471   14
 1971  492   11
 1972  546   12
 1973  562   11
 1974  635   10
 1975  729    9
 1976  828   12
 1977  872   10
 1978 1017    9
 1979 1171    9
 1980 1354   11
 1981 1565   10
 1982 1860    7
 1983 2208    7
 1984 2241    9
 1985 2069   11
 1986 1964    8
 1987 1823    8
 1988 1658    9
 1989 1492    8
 1990 1500    8
 1991 1902    5
 1992 2346    4
 1993 2135    4
 1994 1943    2
 1995 1902    2
 1996 1898    2
 1997 1911    2
 1998 1760    2
 1999 1819    1
 2000 2353    1
 2001 2205    0
 2002 1982    0
 2003 1868    0
 2004 1842    0
 2005 1822    0
 2006 1818    0
 2007 1939    0
 2008 2536    0
 2009 2405    0
 2010 2152    0
 2011 2101    0
 2012 2065    0
 2013 2068    0
 2014 2061    0
 2015 1765    0
 2016 1382    0
 2017 1498    0
 2018 1964    0
