Year   Moose  Wolves
 1959  591   20
 1960  583   20
 1961  571   24
 1962  601   26
 1963  647   33
 1964  606   34
 1965  554   30
 1966  494   28
 1967  486   27
 1968  438   26
 1969  403   23
 1970  357   19
 1971  337   17
 1972  309   16
 1973  305   13
 1974  321   10
 1975  339    7
 1976  377    6
 1977  436    7
 1978  473    7
 1979  550    7
 1980  626   11
 1981  708   12
 1982  810   12
 1983  887   12
 1984 1027   12
 1985 1171   14
 1986 1284   20
 1987 1492   24
 1988 1697   21
 1989 1904   19
 1990 2203   17
 1991 2105   20
 1992 1883   21
 1993 1742   21
 1994 1542   24
 1995 1284   24
 1996 1062   23
 1997  883   22
 1998  948   23
 1999 1132   24
 2000 1250   25
 2001 1414   25
 2002 1543   28
 2003 1735   30
 2004 1949   31
 2005 2190   33
 2006 2033   32
 2007 1784   37
 2008 1562   39
 2009 1262   36
 2010  969   30
 2011  729   28
 2012  691   28
 2013  710   28
 2014  723   30
 2015  740   34
 2016  712   43
 2017  653   39
 2018  633   33
