Year   Moose  Wolves
 1959  701   20
 1960  722   20
 1961  779   18
 1962  770   16
 1963  835   23
 1964  878   25
 1965  892   23
 1966  897   28
 1967  870   34
 1968  868   36
 1969  820   41
 1970  853   43
 1971  882   41
 1972  867   45
 1973  832   45
 1974  846   42
 1975  875   39
 1976  836   40
 1977  861   35
 1978  824   36
 1979  894   36
 1980  860   37
 1981  876   39
 1982  825   40
 1983  763   38
 1984  755   37
 1985  705   36
 1986  618   33
 1987  602   30
 1988  542   30
 1989  516   26
 1990  449   23
 1991  422   16
 1992  400   15
 1993  393   15
 1994  384   14
 1995  383   14
 1996  358   12
 1997  339   11
 1998  332   10
 1999  357   12
 2000  325   14
 2001  309   15
 2002  289   13
 2003  273   13
 2004  271   12
 2005  259   10
 2006  267   10
 2007  242   12
 2008  233   11
 2009  239   10
 2010  227   10
 2011  234   11
 2012  213   10
 2013  198   10
 2014  177    9
 2015  180    9
 2016  155    8
 2017  159    7
 2018  173    7
