Year   Moose  Wolves
 1959  527   20
 1960  502   20
 1961  507   23
 1962  530   31
 1963  553   33
 1964  573   32
 1965  560   34
 1966  533   30
 1967  475   29
 1968  427   24
 1969  388   21
 1970  362   19
 1971  364   15
 1972  350   15
 1973  322   14
 1974  326   14
 1975  326   12
 1976  331    8
 1977  350    9
 1978  378    6
 1979  420    6
 1980  480    6
 1981  549   10
 1982  608   10
 1983  652   10
 1984  741    9
 1985  837   11
 1986  961   12
 1987 1114   12
 1988 1270   10
 1989 1466    9
 1990 1717    9
 1991 2009    8
 1992 2358    7
 1993 2341    6
 1994 2145    6
 1995 2027    6
 1996 1927    5
 1997 1789    4
 1998 1581    2
 1999 1392    5
 2000 1426    5
 2001 1866    5
 2002 2246    5
 2003 2130    8
 2004 1931    7
 2005 1870    7
 2006 1859    7
 2007 1857    6
 2008 1625    5
 2009 1687    6
 2010 2175    4
 2011 2113    3
 2012 1877    3
 2013 1800    3
 2014 1763    2
 2015 1741    1
 2016 1727    1
 2017 1828    0
 2018 2418    0
