Year   Moose  Wolves
 1959  722   20
 1960  739   24
 1961  718   28
 1962  744   28
 1963  764   27
 1964  785   27
 1965  805   25
 1966  897   30
 1967  884   26
 1968  968   30
 1969  986   28
 1970 1006   30
 1971 1061   30
 1972 1137   28
 1973 1269   24
 1974 1409   30
 1975 1583   28
 1976 1747   23
 1977 2052   23
 1978 2378   25
 1979 2274   26
 1980 2059   33
 1981 1858   31
 1982 1692   26
 1983 1447   27
 1984 1134   27
 1985 1046   28
 1986 1109   32
 1987 1227   33
 1988 1279   40
 1989 1324   34
 1990 1463   28
 1991 1584   27
 1992 1719   25
 1993 1930   24
 1994 2192   23
 1995 2050   24
 1996 1828   24
 1997 1663   33
 1998 1447   30
 1999 1225   28
 2000 1086   24
 2001 1193   24
 2002 1285   27
 2003 1384   24
 2004 1610   22
 2005 1819   23
 2006 2013   26
 2007 2209   27
 2008 2122   22
 2009 1896   21
 2010 1717   21
 2011 1492   20
 2012 1287   21
 2013 1077   18
 2014 1012   16
 2015 1166   15
 2016 1359   17
 2017 1576   14
 2018 1764   12
