Year   Moose  Wolves
 1959  717   20
 1960  795   26
 1961  876   26
 1962  975   26
 1963 1086   31
 1964 1138   33
 1965 1277   33
 1966 1450   35
 1967 1555   38
 1968 1739   44
 1969 2012   51
 1970 2226   47
 1971 2131   50
 1972 1804   53
 1973 1690   54
 1974 1520   51
 1975 1218   46
 1976  940   43
 1977  757   41
 1978  750   36
 1979  821   31
 1980  915   30
 1981  990   29
 1982 1042   24
 1983 1162   25
 1984 1277   20
 1985 1464   19
 1986 1690   18
 1987 1975   25
 1988 2357   28
 1989 2244   38
 1990 2030   43
 1991 1881   42
 1992 1707   39
 1993 1460   33
 1994 1220   31
 1995 1197   29
 1996 1419   32
 1997 1664   32
 1998 1907   27
 1999 2213   25
 2000 2117   29
 2001 1941   23
 2002 1897   23
 2003 1671   29
 2004 1455   26
 2005 1238   24
 2006 1268   27
 2007 1598   25
 2008 1846   24
 2009 2104   24
 2010 1959   28
 2011 1793   31
 2012 1703   31
 2013 1623   30
 2014 1310   29
 2015 1130   22
 2016 1453   29
 2017 1654   29
 2018 1892   31
