Year   Moose  Wolves
 1959  564   20
 1960  580   20
 1961  591   18
 1962  624   29
 1963  573   31
 1964  605   30
 1965  618   30
 1966  616   30
 1967  566   26
 1968  507   25
 1969  485   25
 1970  519   21
 1971  502   19
 1972  562   20
 1973  592   21
 1974  567   16
 1975  593   15
 1976  625   13
 1977  645   12
 1978  715   12
 1979  818   11
 1980  919   11
 1981 1055   10
 1982 1208    8
 1983 1411    7
 1984 1650    5
 1985 1899    3
 1986 2270    3
 1987 2377    3
 1988 2189    3
 1989 2111    3
 1990 2009    3
 1991 1905    1
 1992 1782    1
 1993 1571    1
 1994 1263    0
 1995 1331    0
 1996 1744    0
 1997 2173    0
 1998 2071    0
 1999 1914    0
 2000 1875    0
 2001 1838    0
 2002 1877    0
 2003 2008    0
 2004 2644    0
 2005 2456    0
 2006 2245    0
 2007 2145    0
 2008 2176    0
 2009 2193    0
 2010 2194    0
 2011 1903    0
 2012 1520    0
 2013 1358    0
 2014 1248    0
 2015 1181    0
 2016 1246    0
 2017 1666    0
 2018 2041    0
