Year   Moose  Wolves
 1959  533   20
 1960  520   18
 1961  559   17
 1962  602   21
 1963  611   22
 1964  589   25
 1965  545   22
 1966  564   20
 1967  619   18
 1968  646   22
 1969  698   28
 1970  686   24
 1971  718   23
 1972  767   30
 1973  763   29
 1974  732   27
 1975  792   23
 1976  863   22
 1977  938   23
 1978 1047   24
 1979 1142   22
 1980 1259   19
 1981 1349   25
 1982 1454   23
 1983 1695   21
 1984 1942   15
 1985 2264   17
 1986 2212   15
 1987 2002   14
 1988 1883   17
 1989 1754   16
 1990 1584   15
 1991 1391   17
 1992 1319   18
 1993 1568   20
 1994 1810   16
 1995 2116   16
 1996 1959   16
 1997 1731   18
 1998 1667   20
 1999 1564   15
 2000 1408   15
 2001 1414   17
 2002 1793   17
 2003 2147   16
 2004 1881   12
 2005 1702   15
 2006 1674   14
 2007 1584   13
 2008 1549   14
 2009 1581   12
 2010 1966   11
 2011 2294   11
 2012 1992   11
 2013 1791   18
 2014 1760   23
 2015 1727   22
 2016 1662   19
 2017 1694   20
 2018 2107   19
