Year   Moose  Wolves
 1959  619   20
 1960  648   22
 1961  666   23
 1962  655   32
 1963  618   38
 1964  565   33
 1965  557   31
 1966  535   28
 1967  524   24
 1968  518   26
 1969  511   28
 1970  553   26
 1971  557   31
 1972  553   28
 1973  512   26
 1974  464   23
 1975  451   23
 1976  411   19
 1977  410   19
 1978  348   20
 1979  293   19
 1980  247   17
 1981  209   14
 1982  198    9
 1983  185    8
 1984  179    7
 1985  188    6
 1986  207    6
 1987  221    5
 1988  262    8
 1989  287    6
 1990  325    5
 1991  360    5
 1992  408    5
 1993  460    6
 1994  542    8
 1995  593    6
 1996  663    5
 1997  782    5
 1998  906    4
 1999 1049    6
 2000 1245    9
 2001 1424    9
 2002 1687    8
 2003 1987   10
 2004 2322    9
 2005 2262    9
 2006 2109    9
 2007 1993    9
 2008 1879    9
 2009 1700    9
 2010 1477    7
 2011 1266    6
 2012 1285    6
 2013 1621    3
 2014 2007    5
 2015 2341    5
 2016 2171    3
 2017 2003    2
 2018 1992    2
