Year   Moose  Wolves
 1959  710   20
 1960  770   20
 1961  777   20
 1962  776   19
 1963  862   19
 1964  900   19
 1965  985   23
 1966 1027   22
 1967 1116   21
 1968 1300   21
 1969 1439   17
 1970 1662   15
 1971 1926   14
 1972 2234   15
 1973 2179   16
 1974 2033   20
 1975 1895   19
 1976 1773   18
 1977 1620   17
 1978 1358   12
 1979 1386    8
 1980 1721    9
 1981 2077   11
 1982 2422   12
 1983 2239   12
 1984 2049   14
 1985 1994   16
 1986 1952   17
 1987 1681   21
 1988 1346   22
 1989 1295   22
 1990 1512   20
 1991 1772   24
 1992 2000   28
 1993 2174   28
 1994 2046   29
 1995 1871   31
 1996 1806   31
 1997 1556   28
 1998 1312   24
 1999 1238   23
 2000 1387   25
 2001 1562   25
 2002 1718   26
 2003 1908   24
 2004 2159   25
 2005 2001   21
 2006 1893   17
 2007 1749   15
 2008 1530   14
 2009 1310   14
 2010 1268   14
 2011 1552   15
 2012 1796   16
 2013 2106   14
 2014 2015   12
 2015 1866   11
 2016 1805    9
 2017 1780    9
 2018 1647   11
