Year   Moose  Wolves
 1959  817   20
 1960  896   24
 1961  920   24
 1962  970   24
 1963 1002   26
 1964 1105   25
 1965 1204   22
 1966 1340   22
 1967 1538   25
 1968 1658   23
 1969 1832   18
 1970 2130   19
 1971 2047   17
 1972 1849   15
 1973 1699   13
 1974 1540   17
 1975 1375   19
 1976 1334   20
 1977 1550   21
 1978 1844   20
 1979 2136   19
 1980 2011   19
 1981 1791   17
 1982 1738   18
 1983 1722   17
 1984 1540   17
 1985 1489   21
 1986 1829   20
 1987 2081   15
 1988 2358   14
 1989 2182   16
 1990 1977   17
 1991 1912   15
 1992 1855   14
 1993 1606   19
 1994 1329   20
 1995 1312   21
 1996 1557   18
 1997 1795   22
 1998 2005   24
 1999 2268   28
 2000 2072   29
 2001 1878   27
 2002 1800   26
 2003 1486   24
 2004 1226   23
 2005 1082   22
 2006 1193   22
 2007 1356   18
 2008 1531   18
 2009 1736   14
 2010 2010    9
 2011 2297    8
 2012 2270    7
 2013 2098    6
 2014 1968    4
 2015 1835    3
 2016 1695    3
 2017 1529    3
 2018 1568    2
