Year   Moose  Wolves
 1959  617   20
 1960  602   23
 1961  604   27
 1962  529   30
 1963  465   31
 1964  401   29
 1965  385   28
 1966  360   27
 1967  342   24
 1968  335   23
 1969  332   19
 1970  298   15
 1971  267   11
 1972  251    9
 1973  275    7
 1974  285    6
 1975  303    4
 1976  332    3
 1977  372    3
 1978  434    3
 1979  509    3
 1980  587    3
 1981  688    2
 1982  798    2
 1983  948    2
 1984 1164    1
 1985 1394    1
 1986 1669    1
 1987 2011    0
 1988 2440    0
 1989 2485    0
 1990 2325    0
 1991 2235    0
 1992 2137    0
 1993 2017    0
 1994 1863    0
 1995 1654    0
 1996 1387    0
 1997 1216    0
 1998 1294    0
 1999 1663    0
 2000 2037    0
 2001 2376    0
 2002 2266    0
 2003 2106    0
 2004 2065    0
 2005 2095    0
 2006 1961    0
 2007 1789    0
 2008 1580    0
 2009 1656    0
 2010 2137    0
 2011 2102    0
 2012 1885    0
 2013 1786    0
 2014 1759    0
 2015 1700    0
 2016 1698    0
 2017 1804    0
 2018 2352    0
