Year   Moose  Wolves
 1959  713   20
 1960  762   23
 1961  782   23
 1962  782   23
 1963  832   23
 1964  845   27
 1965  896   29
 1966  934   35
 1967  875   28
 1968  930   29
 1969  941   27
 1970 1067   31
 1971 1108   31
 1972 1192   31
 1973 1287   32
 1974 1393   33
 1975 1461   33
 1976 1579   30
 1977 1789   27
 1978 2017   29
 1979 2379   28
 1980 2276   25
 1981 2005   24
 1982 1912   23
 1983 1673   23
 1984 1457   21
 1985 1168   20
 1986  985   19
 1987 1070   18
 1988 1258   22
 1989 1369   18
 1990 1521   16
 1991 1666   14
 1992 1889   12
 1993 2150   14
 1994 2064   12
 1995 1866   11
 1996 1726   11
 1997 1614   13
 1998 1477   13
 1999 1504   15
 2000 1947   15
 2001 2241   14
 2002 2006   12
 2003 1781   12
 2004 1700   15
 2005 1692   16
 2006 1654   17
 2007 1609   15
 2008 1985   14
 2009 2352   13
 2010 2130   10
 2011 1898    7
 2012 1811    6
 2013 1812    4
 2014 1793    3
 2015 1603    2
 2016 1677    2
 2017 2163    2
 2018 2046    1
