Year   Moose  Wolves
 1959  610   20
 1960  617   21
 1961  631   24
 1962  628   23
 1963  634   23
 1964  594   24
 1965  613   19
 1966  641   16
 1967  673   14
 1968  750   11
 1969  836   14
 1970  898   11
 1971  986   10
 1972 1155    7
 1973 1312    7
 1974 1487    7
 1975 1718    7
 1976 2047    9
 1977 2339    6
 1978 2316    5
 1979 2145    5
 1980 2048    5
 1981 1956    4
 1982 1850    4
 1983 1658    7
 1984 1439    7
 1985 1439    6
 1986 1838    6
 1987 2198    7
 1988 2077    6
 1989 1865    5
 1990 1810    6
 1991 1774    8
 1992 1715   10
 1993 1747   14
 1994 2127   13
 1995 1921    9
 1996 1687   11
 1997 1588   11
 1998 1536    9
 1999 1497   10
 2000 1520   14
 2001 1827   15
 2002 2103   13
 2003 1906   14
 2004 1672   14
 2005 1582   11
 2006 1540   11
 2007 1505   13
 2008 1453   15
 2009 1717   14
 2010 1988   13
 2011 2370   11
 2012 2196    8
 2013 2024    7
 2014 2002    5
 2015 2033    5
 2016 1902    5
 2017 1663    5
 2018 1698    3
