Year   Moose  Wolves
 1959  640   20
 1960  623   20
 1961  642   20
 1962  672   20
 1963  740   19
 1964  776   18
 1965  824   15
 1966  907   12
 1967 1051    9
 1968 1233    8
 1969 1416    3
 1970 1697    2
 1971 2010    2
 1972 2388    1
 1973 2409    0
 1974 2242    0
 1975 2147    0
 1976 2060    0
 1977 1976    0
 1978 1830    0
 1979 1629    0
 1980 1329    0
 1981 1428    0
 1982 1833    0
 1983 2272    0
 1984 2177    0
 1985 2002    0
 1986 1898    0
 1987 1895    0
 1988 1883    0
 1989 1723    0
 1990 1823    0
 1991 2372    0
 1992 2272    0
 1993 2067    0
 1994 1942    0
 1995 1932    0
 1996 1903    0
 1997 1893    0
 1998 1992    0
 1999 2552    0
 2000 2385    0
 2001 2131    0
 2002 2036    0
 2003 2044    0
 2004 2047    0
 2005 2069    0
 2006 1773    0
 2007 1839    0
 2008 2367    0
 2009 2337    0
 2010 2105    0
 2011 2012    0
 2012 1984    0
 2013 1937    0
 2014 1962    0
 2015 1731    0
 2016 1822    0
 2017 2321    0
 2018 2204    0
