Year   Moose  Wolves
 1959  645   20
 1960  673   19
 1961  703   19
 1962  721   21
 1963  751   21
 1964  783   18
 1965  820   22
 1966  906   20
 1967  954   19
 1968 1062   19
 1969 1208   16
 1970 1369   15
 1971 1526   16
 1972 1729   16
 1973 1948   14
 1974 2288   11
 1975 2228   13
 1976 2006   10
 1977 1886    8
 1978 1789    8
 1979 1677    6
 1980 1505    8
 1981 1510   11
 1982 1874   12
 1983 2280   12
 1984 2108   14
 1985 1853   15
 1986 1734   17
 1987 1630   19
 1988 1538   18
 1989 1244   17
 1990 1159   16
 1991 1322   14
 1992 1561   14
 1993 1786   13
 1994 1985   13
 1995 2236   12
 1996 2114    9
 1997 1965    9
 1998 1828    7
 1999 1666    7
 2000 1493    7
 2001 1332   11
 2002 1336   15
 2003 1621   18
 2004 1869   17
 2005 2117   17
 2006 1906   21
 2007 1692   20
 2008 1631   23
 2009 1503   23
 2010 1304   22
 2011 1183   18
 2012 1434   15
 2013 1725   14
 2014 2026   14
 2015 2351   14
 2016 2188   12
 2017 2064   10
 2018 2049    9
