Year   Moose  Wolves
 1959  701   20
 1960  749   22
 1961  717   23
 1962  744   29
 1963  708   30
 1964  690   26
 1965  693   21
 1966  770   22
 1967  802   24
 1968  821   19
 1969  866   18
 1970  966   17
 1971 1016   15
 1972 1172   17
 1973 1245   14
 1974 1427   12
 1975 1631   11
 1976 1940   12
 1977 2272   11
 1978 2209    9
 1979 2058    9
 1980 1965    7
 1981 1854    4
 1982 1740    4
 1983 1559    2
 1984 1614    2
 1985 2087    2
 1986 2592    2
 1987 2426    1
 1988 2240    1
 1989 2164    1
 1990 2206    0
 1991 2300    0
 1992 2094    0
 1993 1810    0
 1994 1514    0
 1995 1351    0
 1996 1279    0
 1997 1338    0
 1998 1746    0
 1999 2165    0
 2000 2080    0
 2001 1906    0
 2002 1835    0
 2003 1845    0
 2004 1854    0
 2005 1968    0
 2006 2613    0
 2007 2400    0
 2008 2132    0
 2009 2055    0
 2010 2045    0
 2011 2026    0
 2012 2024    0
 2013 1755    0
 2014 1859    0
 2015 2431    0
 2016 2362    0
 2017 2148    0
 2018 2077    0
