Year   Moose  Wolves
 1959  565   20
 1960  563   24
 1961  564   28
 1962  481   27
 1963  441   27
 1964  371   26
 1965  317   21
 1966  294   19
 1967  279   15
 1968  272   13
 1969  286   12
 1970  281   13
 1971  265    8
 1972  269    7
 1973  289    6
 1974  310    5
 1975  358    5
 1976  386    7
 1977  434    7
 1978  510    6
 1979  592    6
 1980  671    7
 1981  795    7
 1982  922    6
 1983 1092    4
 1984 1285    4
 1985 1506    4
 1986 1840    4
 1987 2149    3
 1988 2177    1
 1989 2076    0
 1990 1977    0
 1991 1951    0
 1992 1852    0
 1993 1664    0
 1994 1773    0
 1995 2362    0
 1996 2258    0
 1997 2050    0
 1998 1972    0
 1999 1932    0
 2000 1979    0
 2001 1981    0
 2002 2096    0
 2003 2716    0
 2004 2482    0
 2005 2272    0
 2006 2203    0
 2007 2196    0
 2008 2193    0
 2009 2207    0
 2010 1896    0
 2011 1504    0
 2012 1329    0
 2013 1232    0
 2014 1137    0
 2015 1215    0
 2016 1577    0
 2017 1947    0
 2018 2297    0
