Year   Moose  Wolves
 1959  586   20
 1960  593   23
 1961  577   25
 1962  531   30
 1963  473   31
 1964  404   28
 1965  326   24
 1966  307   20
 1967  289   17
 1968  290   17
 1969  282   15
 1970  276   12
 1971  258    7
 1972  281    5
 1973  303    0
 1974  349    0
 1975  417    0
 1976  484    0
 1977  576    0
 1978  675    0
 1979  816    0
 1980  961    0
 1981 1157    0
 1982 1380    0
 1983 1667    0
 1984 2010    0
 1985 2413    0
 1986 2428    0
 1987 2289    0
 1988 2219    0
 1989 2136    0
 1990 2051    0
 1991 1869    0
 1992 1658    0
 1993 1354    0
 1994 1252    0
 1995 1343    0
 1996 1759    0
 1997 2191    0
 1998 2114    0
 1999 1961    0
 2000 1859    0
 2001 1898    0
 2002 1900    0
 2003 1741    0
 2004 1840    0
 2005 2432    0
 2006 2329    0
 2007 2120    0
 2008 2024    0
 2009 2007    0
 2010 2018    0
 2011 2030    0
 2012 1744    0
 2013 1834    0
 2014 2373    0
 2015 2321    0
 2016 2118    0
 2017 2043    0
 2018 1991    0
