Year   Moose  Wolves
 1959  749   20
 1960  808   21
 1961  842   23
 1962  855   25
 1963  914   24
 1964  962   22
 1965 1023   23
 1966 1068   23
 1967 1163   24
 1968 1278   20
 1969 1416   16
 1970 1635   17
 1971 1879   17
 1972 2166   17
 1973 2067   15
 1974 1827   14
 1975 1722   12
 1976 1602   11
 1977 1466   11
 1978 1499   11
 1979 1854    9
 1980 2202    8
 1981 1971    7
 1982 1786    6
 1983 1744    7
 1984 1716    6
 1985 1689    6
 1986 1742    8
 1987 2281    6
 1988 2049    6
 1989 1807    6
 1990 1721    5
 1991 1715    5
 1992 1669    6
 1993 1734    8
 1994 2220    9
 1995 1965   10
 1996 1709   10
 1997 1652   12
 1998 1544   16
 1999 1468   17
 2000 1477   16
 2001 1858   17
 2002 2198   19
 2003 1887   19
 2004 1644   16
 2005 1603   12
 2006 1563   12
 2007 1571   13
 2008 1553   13
 2009 1943   14
 2010 2325   11
 2011 2090   13
 2012 1867   12
 2013 1839   13
 2014 1810   13
 2015 1777   14
 2016 1757   14
 2017 2318   12
 2018 2087   11
