Year   Moose  Wolves
 1959  622   20
 1960  634   20
 1961  661   23
 1962  655   24
 1963  665   26
 1964  714   26
 1965  776   25
 1966  873   25
 1967  973   24
 1968 1014   22
 1969 1085   18
 1970 1262   17
 1971 1426   14
 1972 1652   15
 1973 1931   12
 1974 2236   12
 1975 2177   11
 1976 2006   10
 1977 1882   10
 1978 1780    9
 1979 1636    8
 1980 1455    8
 1981 1483    8
 1982 1858    6
 1983 2265    7
 1984 2115    7
 1985 1909    7
 1986 1850    6
 1987 1821    4
 1988 1840    4
 1989 1690    6
 1990 1769    5
 1991 2244    4
 1992 2083    4
 1993 1866    4
 1994 1800    4
 1995 1757    4
 1996 1720    3
 1997 1815    3
 1998 2392    3
 1999 2192    3
 2000 1954    3
 2001 1888    3
 2002 1877    2
 2003 1872    0
 2004 1868    0
 2005 1976    0
 2006 2550    0
 2007 2377    0
 2008 2159    0
 2009 2108    0
 2010 2132    0
 2011 2160    0
 2012 2141    0
 2013 1872    0
 2014 1435    0
 2015 1274    0
 2016 1153    0
 2017 1058    0
 2018 1130    0
