Year   Moose  Wolves
 1959  720   20
 1960  780   20
 1961  838   20
 1962  862   23
 1963  921   21
 1964  946   20
 1965 1043   21
 1966 1103   17
 1967 1236   13
 1968 1397   11
 1969 1620    8
 1970 1906    7
 1971 2219    5
 1972 2189    4
 1973 2041    1
 1974 1969    1
 1975 1895    0
 1976 1761    0
 1977 1581    0
 1978 1682    0
 1979 2188    0
 1980 2053    0
 1981 1842    0
 1982 1750    0
 1983 1744    0
 1984 1735    0
 1985 1851    0
 1986 2460    0
 1987 2243    0
 1988 1983    0
 1989 1897    0
 1990 1861    0
 1991 1890    0
 1992 1881    0
 1993 1998    0
 1994 2597    0
 1995 2376    0
 1996 2161    0
 1997 2084    0
 1998 2092    0
 1999 2080    0
 2000 2071    0
 2001 1755    0
 2002 1816    0
 2003 2379    0
 2004 2352    0
 2005 2108    0
 2006 1993    0
 2007 1955    0
 2008 1919    0
 2009 1925    0
 2010 1653    0
 2011 1722    0
 2012 2250    0
 2013 2212    0
 2014 1995    0
 2015 1909    0
 2016 1858    0
 2017 1852    0
 2018 1868    0
