Year   Moose  Wolves
 1959  725   20
 1960  781   21
 1961  786   25
 1962  776   26
 1963  757   28
 1964  807   32
 1965  858   30
 1966  924   28
 1967  922   27
 1968  955   25
 1969 1075   23
 1970 1246   23
 1971 1331   23
 1972 1456   17
 1973 1689   19
 1974 1923   18
 1975 2266   16
 1976 2186   15
 1977 1991   13
 1978 1883   10
 1979 1784   11
 1980 1610   11
 1981 1399   10
 1982 1433   13
 1983 1742   12
 1984 2055   10
 1985 2414   10
 1986 2246    9
 1987 2084    9
 1988 2071    8
 1989 2065    8
 1990 1913    7
 1991 1704    7
 1992 1736    8
 1993 2221    6
 1994 2133    5
 1995 1924    5
 1996 1827    4
 1997 1796    4
 1998 1765    4
 1999 1745    3
 2000 1823    2
 2001 2352    2
 2002 2148    2
 2003 1932    1
 2004 1845    1
 2005 1857    0
 2006 1857    0
 2007 1847    0
 2008 1936    0
 2009 2514    0
 2010 2336    0
 2011 2137    0
 2012 2024    0
 2013 2030    0
 2014 2075    0
 2015 2092    0
 2016 1786    0
 2017 1852    0
 2018 2417    0
