Year   Moose  Wolves
 1959  707   20
 1960  743   23
 1961  762   24
 1962  767   24
 1963  817   25
 1964  879   23
 1965  922   21
 1966 1030   21
 1967 1109   22
 1968 1150   19
 1969 1252   17
 1970 1394   19
 1971 1531   15
 1972 1717   13
 1973 1949   13
 1974 2252   17
 1975 2175   20
 1976 1939   20
 1977 1762   25
 1978 1557   27
 1979 1359   28
 1980 1151   26
 1981 1008   25
 1982 1203   28
 1983 1285   27
 1984 1400   28
 1985 1496   25
 1986 1603   22
 1987 1726   20
 1988 1955   18
 1989 2203   14
 1990 2095   13
 1991 1841    8
 1992 1730    8
 1993 1641    6
 1994 1520    4
 1995 1583    3
 1996 2048    3
 1997 2536    2
 1998 2335    2
 1999 2169    2
 2000 2112    1
 2001 2136    1
 2002 2187    1
 2003 2005    1
 2004 1703    1
 2005 1415    1
 2006 1249    1
 2007 1168    1
 2008 1241    1
 2009 1603    0
 2010 1962    0
 2011 2329    0
 2012 2232    0
 2013 2058    0
 2014 2010    0
 2015 2052    0
 2016 1915    0
 2017 1720    0
 2018 1832    0
