Year   Moose  Wolves
 1959  717   20
 1960  794   22
 1961  789   25
 1962  762   25
 1963  743   24
 1964  803   22
 1965  823   20
 1966  901   21
 1967  961   23
 1968 1005   22
 1969 1085   19
 1970 1246   12
 1971 1445    7
 1972 1715    4
 1973 2019    4
 1974 2404    4
 1975 2480    4
 1976 2325    6
 1977 2171    3
 1978 2081    1
 1979 1975    1
 1980 1831    1
 1981 1610    1
 1982 1282    1
 1983 1358    1
 1984 1777    1
 1985 2248    1
 1986 2143    1
 1987 1946    1
 1988 1877    1
 1989 1892    1
 1990 1919    1
 1991 1769    1
 1992 1888    0
 1993 2431    0
 1994 2398    0
 1995 2160    0
 1996 2081    0
 1997 2067    0
 1998 2053    0
 1999 2072    0
 2000 1778    0
 2001 1868    0
 2002 2380    0
 2003 2322    0
 2004 2090    0
 2005 1999    0
 2006 1950    0
 2007 1942    0
 2008 1947    0
 2009 2075    0
 2010 2650    0
 2011 2515    0
 2012 2236    0
 2013 2122    0
 2014 2064    0
 2015 2083    0
 2016 2072    0
 2017 1795    0
 2018 1401    0
