Year   Moose  Wolves
 1959  714   20
 1960  780   20
 1961  841   21
 1962  839   21
 1963  896   21
 1964  938   20
 1965 1029   19
 1966 1125   17
 1967 1239   17
 1968 1393   16
 1969 1591   12
 1970 1826   12
 1971 2108   13
 1972 2031   13
 1973 1839   16
 1974 1726   15
 1975 1578   17
 1976 1373   15
 1977 1394   15
 1978 1714   16
 1979 2001   17
 1980 2339   18
 1981 2127   18
 1982 1933   18
 1983 1895   19
 1984 1820   16
 1985 1672   19
 1986 1426   21
 1987 1333   20
 1988 1583   18
 1989 1889   19
 1990 2149   17
 1991 2039   16
 1992 1827   15
 1993 1769   12
 1994 1700   12
 1995 1542   12
 1996 1563    8
 1997 1986    8
 1998 2429    7
 1999 2162   11
 2000 1951   10
 2001 1885    9
 2002 1858   11
 2003 1802   11
 2004 1542   10
 2005 1557    9
 2006 1923    9
 2007 2332    7
 2008 2100    7
 2009 1906    9
 2010 1815   11
 2011 1794   10
 2012 1754   10
 2013 1813   11
 2014 2279   11
 2015 1979   11
 2016 1715   11
 2017 1659   11
 2018 1583   11
