Year   Moose  Wolves
 1959  684   20
 1960  710   23
 1961  736   22
 1962  756   22
 1963  790   23
 1964  769   22
 1965  828   22
 1966  922   21
 1967 1014   24
 1968 1035   26
 1969 1077   22
 1970 1171   19
 1971 1360   20
 1972 1500   18
 1973 1768   20
 1974 1982   24
 1975 2262   22
 1976 2251   22
 1977 2063   23
 1978 1928   24
 1979 1763   27
 1980 1505   25
 1981 1291   25
 1982 1182   28
 1983 1294   34
 1984 1407   38
 1985 1560   37
 1986 1691   39
 1987 1840   45
 1988 1955   44
 1989 2052   47
 1990 2123   49
 1991 1954   49
 1992 1652   44
 1993 1397   50
 1994 1084   44
 1995  818   36
 1996  621   34
 1997  599   30
 1998  438   28
 1999  461   25
 2000  422   19
 2001  407   20
 2002  410   18
 2003  392   15
 2004  434   11
 2005  464   11
 2006  524   10
 2007  587    8
 2008  668    7
 2009  733    8
 2010  824    8
 2011  976    7
 2012 1143    6
 2013 1344    6
 2014 1602    4
 2015 1889    4
 2016 2257    4
 2017 2302    3
 2018 2106    2
