Year   Moose  Wolves
 1959  634   20
 1960  693   24
 1961  683   23
 1962  671   23
 1963  671   24
 1964  736   27
 1965  826   24
 1966  862   26
 1967  904   22
 1968 1033   20
 1969 1173   23
 1970 1308   21
 1971 1489   22
 1972 1734   21
 1973 1958   23
 1974 2230   24
 1975 2233   22
 1976 1985   20
 1977 1874   20
 1978 1677   20
 1979 1461   17
 1980 1291   14
 1981 1279   13
 1982 1573   12
 1983 1903    9
 1984 2222    6
 1985 2105    3
 1986 1950    3
 1987 1919    3
 1988 1964    2
 1989 1858    1
 1990 1697    1
 1991 1766    0
 1992 2304    0
 1993 2161    0
 1994 1964    0
 1995 1876    0
 1996 1864    0
 1997 1816    0
 1998 1845    0
 1999 1958    0
 2000 2548    0
 2001 2381    0
 2002 2149    0
 2003 2060    0
 2004 2031    0
 2005 2077    0
 2006 2067    0
 2007 1770    0
 2008 1860    0
 2009 2394    0
 2010 2349    0
 2011 2096    0
 2012 1976    0
 2013 1969    0
 2014 1942    0
 2015 1916    0
 2016 2074    0
 2017 2685    0
 2018 2489    0
