Year   Moose  Wolves
 1959  585   20
 1960  590   26
 1961  570   27
 1962  574   28
 1963  578   27
 1964  561   28
 1965  571   28
 1966  585   29
 1967  600   28
 1968  596   27
 1969  647   24
 1970  657   24
 1971  668   21
 1972  688   18
 1973  757   18
 1974  836   19
 1975  876   23
 1976  898   25
 1977  965   28
 1978 1035   26
 1979 1108   23
 1980 1244   22
 1981 1342   20
 1982 1547   24
 1983 1706   22
 1984 1939   23
 1985 2207   20
 1986 2153   19
 1987 1938   15
 1988 1817   10
 1989 1656    9
 1990 1517    8
 1991 1337    7
 1992 1383    9
 1993 1720    7
 1994 2099    8
 1995 2465    8
 1996 2336    8
 1997 2167    7
 1998 2155    8
 1999 2178    7
 2000 1993    7
 2001 1720    7
 2002 1435    9
 2003 1099    6
 2004  956    6
 2005  959    8
 2006 1154    8
 2007 1375    8
 2008 1612   10
 2009 1833   10
 2010 2119   12
 2011 2088   11
 2012 2002   11
 2013 1881   12
 2014 1697   12
 2015 1515   12
 2016 1501   10
 2017 1975    9
 2018 2367   10
