Year   Moose  Wolves
 1959  707   20
 1960  733   21
 1961  737   23
 1962  737   22
 1963  758   21
 1964  791   25
 1965  825   25
 1966  857   26
 1967  872   26
 1968  861   26
 1969  874   24
 1970  922   24
 1971 1004   26
 1972 1106   24
 1973 1188   23
 1974 1280   27
 1975 1405   26
 1976 1470   25
 1977 1535   22
 1978 1646   19
 1979 1962   14
 1980 2229   12
 1981 2195   14
 1982 1947   14
 1983 1838   16
 1984 1714   17
 1985 1534   13
 1986 1376   13
 1987 1326   13
 1988 1614   18
 1989 1888   18
 1990 2110   18
 1991 1898   18
 1992 1731   20
 1993 1630   21
 1994 1567   22
 1995 1310   22
 1996 1238   19
 1997 1442   19
 1998 1685   21
 1999 1920   16
 2000 2122   16
 2001 2060   14
 2002 1892   14
 2003 1850   12
 2004 1672   15
 2005 1408   14
 2006 1395   14
 2007 1680   18
 2008 1969   18
 2009 2207   18
 2010 2033   16
 2011 1872   18
 2012 1833   21
 2013 1789   22
 2014 1520   19
 2015 1462   16
 2016 1821   15
 2017 2092   15
 2018 2406   18
