Year   Moose  Wolves
 1959  747   20
 1960  815   24
 1961  899   24
 1962  917   25
 1963  962   27
 1964 1023   26
 1965 1092   26
 1966 1178   29
 1967 1333   24
 1968 1513   24
 1969 1683   28
 1970 1920   29
 1971 2154   30
 1972 1992   26
 1973 1750   23
 1974 1602   22
 1975 1407   25
 1976 1246   21
 1977 1146   21
 1978 1297   21
 1979 1503   23
 1980 1672   19
 1981 1923   18
 1982 2174   18
 1983 2009   19
 1984 1892   20
 1985 1739   23
 1986 1566   28
 1987 1318   27
 1988 1291   26
 1989 1565   29
 1990 1744   30
 1991 1979   29
 1992 2210   35
 1993 2010   34
 1994 1772   30
 1995 1700   38
 1996 1454   31
 1997 1118   25
 1998  976   21
 1999 1065   19
 2000 1151   14
 2001 1369    9
 2002 1599    8
 2003 1834    7
 2004 2089   10
 2005 2468   12
 2006 2488   12
 2007 2295    9
 2008 2158    7
 2009 2041    8
 2010 1902    8
 2011 1752    8
 2012 1518    7
 2013 1226    7
 2014 1259    8
 2015 1586    4
 2016 1888    3
 2017 2195    3
 2018 2076    3
