Year   Moose  Wolves
 1959  744   20
 1960  851   22
 1961  952   24
 1962 1005   25
 1963 1111   25
 1964 1191   20
 1965 1334   22
 1966 1475   20
 1967 1649   15
 1968 1869   15
 1969 2177   12
 1970 2124    6
 1971 1950    6
 1972 1870    6
 1973 1784    5
 1974 1651    6
 1975 1533    6
 1976 1574    4
 1977 2027    4
 1978 2460    2
 1979 2253    1
 1980 2069    1
 1981 2034    1
 1982 2024    1
 1983 2013    1
 1984 1779    1
 1985 1877    0
 1986 2485    0
 1987 2319    0
 1988 2055    0
 1989 2028    0
 1990 2046    0
 1991 2065    0
 1992 2059    0
 1993 2178    0
 1994 2030    0
 1995 1804    0
 1996 1687    0
 1997 1641    0
 1998 1566    0
 1999 1683    0
 2000 2213    0
 2001 2060    0
 2002 1863    0
 2003 1823    0
 2004 1786    0
 2005 1790    0
 2006 1939    0
 2007 2601    0
 2008 2433    0
 2009 2190    0
 2010 2139    0
 2011 2176    0
 2012 2207    0
 2013 2231    0
 2014 1905    0
 2015 1501    0
 2016 1363    0
 2017 1255    0
 2018 1162    0
