Year   Moose  Wolves
 1959  665   20
 1960  735   23
 1961  712   27
 1962  697   29
 1963  655   30
 1964  696   31
 1965  703   33
 1966  731   34
 1967  782   34
 1968  735   32
 1969  733   32
 1970  714   31
 1971  756   29
 1972  788   26
 1973  799   26
 1974  864   26
 1975  903   22
 1976 1047   22
 1977 1198   21
 1978 1331   18
 1979 1562   15
 1980 1854   14
 1981 2187   11
 1982 2211   10
 1983 2023   12
 1984 1932   10
 1985 1816    7
 1986 1679    9
 1987 1515    8
 1988 1511    8
 1989 1930    8
 1990 2345   10
 1991 2121    9
 1992 1930    7
 1993 1844    7
 1994 1818    6
 1995 1818    5
 1996 1618    5
 1997 1718    7
 1998 2151    6
 1999 2029    5
 2000 1813    5
 2001 1740    3
 2002 1710    3
 2003 1699    3
 2004 1786    3
 2005 2344    3
 2006 2145    2
 2007 1908    2
 2008 1820    2
 2009 1794    1
 2010 1811    1
 2011 1812    1
 2012 1954    1
 2013 2526    0
 2014 2371    0
 2015 2136    0
 2016 2108    0
 2017 2122    0
 2018 2137    0
