Year   Moose  Wolves
 1959  717   20
 1960  739   20
 1961  830   20
 1962  880   22
 1963  941   22
 1964  950   21
 1965  964   21
 1966 1080   16
 1967 1229   11
 1968 1418   12
 1969 1635   12
 1970 1866    9
 1971 2165    9
 1972 2199    9
 1973 2013    9
 1974 1886   11
 1975 1765   10
 1976 1570    9
 1977 1389   10
 1978 1398    9
 1979 1734    6
 1980 2122    4
 1981 1913    5
 1982 1736    5
 1983 1681    3
 1984 1713    3
 1985 1703    3
 1986 1812    3
 1987 2380    3
 1988 2173    1
 1989 1965    1
 1990 1899    1
 1991 1866    1
 1992 1865    1
 1993 1855    0
 1994 1949    0
 1995 2528    0
 1996 2289    0
 1997 2045    0
 1998 1975    0
 1999 2006    0
 2000 2003    0
 2001 2005    0
 2002 2127    0
 2003 2008    0
 2004 1792    0
 2005 1710    0
 2006 1645    0
 2007 1593    0
 2008 1717    0
 2009 2239    0
 2010 2098    0
 2011 1890    0
 2012 1842    0
 2013 1853    0
 2014 1860    0
 2015 1993    0
 2016 2623    0
 2017 2437    0
 2018 2201    0
