Year   Moose  Wolves
 1959  675   20
 1960  692   23
 1961  652   26
 1962  668   26
 1963  651   29
 1964  636   26
 1965  605   30
 1966  588   31
 1967  570   27
 1968  526   21
 1969  517   18
 1970  531   15
 1971  589   14
 1972  631   15
 1973  684   18
 1974  726   17
 1975  831   14
 1976  934   16
 1977 1040   14
 1978 1202   14
 1979 1369   18
 1980 1591   21
 1981 1752   21
 1982 2017   21
 1983 2396   24
 1984 2300   24
 1985 2032   24
 1986 1842   23
 1987 1704   21
 1988 1505   21
 1989 1255   23
 1990 1093   20
 1991 1303   19
 1992 1465   15
 1993 1651   14
 1994 1880   12
 1995 2113   10
 1996 2027    6
 1997 1919    5
 1998 1814    4
 1999 1657    4
 2000 1512    3
 2001 1590    2
 2002 2055    1
 2003 2502    1
 2004 2325    1
 2005 2157    1
 2006 2086    1
 2007 2112    0
 2008 2092    0
 2009 1917    0
 2010 1650    0
 2011 1333    0
 2012 1225    0
 2013 1284    0
 2014 1630    0
 2015 1976    0
 2016 2358    0
 2017 2281    0
 2018 2126    0
