Year   Moose  Wolves
 1959  835   20
 1960  958   20
 1961  999   20
 1962 1075   22
 1963 1120   21
 1964 1266   21
 1965 1430   20
 1966 1642   18
 1967 1908   17
 1968 2205   18
 1969 2151   14
 1970 1973   13
 1971 1857   14
 1972 1743   12
 1973 1566   10
 1974 1402    9
 1975 1428    7
 1976 1800    8
 1977 2166    5
 1978 1957    3
 1979 1778    1
 1980 1714    1
 1981 1723    1
 1982 1733    1
 1983 1830    1
 1984 2373    1
 1985 2147    1
 1986 1893    1
 1987 1809    0
 1988 1820    0
 1989 1828    0
 1990 1832    0
 1991 1925    0
 1992 2489    0
 1993 2242    0
 1994 2010    0
 1995 1919    0
 1996 1920    0
 1997 1914    0
 1998 1913    0
 1999 2034    0
 2000 2637    0
 2001 2454    0
 2002 2202    0
 2003 2114    0
 2004 2083    0
 2005 2083    0
 2006 2059    0
 2007 1772    0
 2008 1397    0
 2009 1455    0
 2010 1891    0
 2011 2390    0
 2012 2256    0
 2013 2068    0
 2014 1999    0
 2015 1981    0
 2016 2015    0
 2017 1853    0
 2018 1959    0
