Year   Moose  Wolves
 1959  546   20
 1960  500   21
 1961  513   20
 1962  485   19
 1963  452   17
 1964  444   20
 1965  465   19
 1966  451   17
 1967  491   16
 1968  516   15
 1969  525   14
 1970  561   11
 1971  628   10
 1972  682    8
 1973  774    7
 1974  904    7
 1975 1061    5
 1976 1230    5
 1977 1470    3
 1978 1755    3
 1979 2075    3
 1980 2501    3
 1981 2521    3
 1982 2331    3
 1983 2237    2
 1984 2167    4
 1985 2050    4
 1986 1895    3
 1987 1665    3
 1988 1349    3
 1989 1199    3
 1990 1258    2
 1991 1580    2
 1992 1887    2
 1993 2220    2
 1994 2149    1
 1995 2000    1
 1996 1954    0
 1997 2006    0
 1998 1901    0
 1999 1720    0
 2000 1819    0
 2001 2420    0
 2002 2329    0
 2003 2118    0
 2004 2023    0
 2005 2003    0
 2006 1977    0
 2007 1992    0
 2008 1751    0
 2009 1847    0
 2010 2381    0
 2011 2317    0
 2012 2090    0
 2013 2021    0
 2014 2013    0
 2015 1944    0
 2016 1921    0
 2017 2018    0
 2018 2626    0
