Year   Moose  Wolves
 1959  667   20
 1960  708   20
 1961  772   20
 1962  844   22
 1963  932   25
 1964 1009   30
 1965 1124   32
 1966 1314   32
 1967 1443   32
 1968 1576   26
 1969 1848   25
 1970 2151   24
 1971 2134   27
 1972 1957   32
 1973 1822   33
 1974 1702   30
 1975 1570   32
 1976 1312   28
 1977 1248   25
 1978 1561   26
 1979 1807   24
 1980 2115   24
 1981 2015   22
 1982 1771   18
 1983 1726   20
 1984 1674   19
 1985 1439   17
 1986 1474   13
 1987 1863   12
 1988 2289   13
 1989 2089   18
 1990 1876   15
 1991 1837   13
 1992 1835   11
 1993 1827   13
 1994 1892   11
 1995 2441   13
 1996 2235   11
 1997 1966    9
 1998 1863   12
 1999 1830   12
 2000 1844   10
 2001 1848   11
 2002 1933   10
 2003 2565    9
 2004 2368    8
 2005 2139    8
 2006 2068    6
 2007 2067    5
 2008 2095    5
 2009 2111    1
 2010 1875    1
 2011 1521    1
 2012 1357    0
 2013 1259    0
 2014 1195    0
 2015 1286    0
 2016 1711    0
 2017 2143    0
 2018 2102    0
